,vehicle_count,average_speed,lane_occupancy,flow_rate,time_of_day,waiting_time,avg_speed_kmph,density_veh_per_km,avg_wait_time_s,occupancy_pct,flow_veh_per_hr,queue_length_veh,avg_accel_ms2,SRI,Degree_of_congestion
2936,102,73.53330678,43.27693977,1261,morning,10.3664655,69.2,8.85,7.08,11.67,1986.3,2.23,0.85,1.538461,Smooth
2937,111,15.00082505,37.58213238,1143,afternoon,15.60235412,26.13,59.3,48.72,70.16,716.28,22.25,-0.462,0.833333,Smooth
2938,103,38.64518108,42.81890728,665,morning,69.64017163,47.17,26.69,18.64,40.75,1511.86,10.45,0.398,0.29411682,Smooth
2939,117,10.40533509,10.74102457,585,morning,50.31012946,70.37,9.53,4.04,10.17,2012.06,2.28,0.598,-0.31250024,Very smooth
2940,61,52.61873437,39.84006821,579,morning,48.76327214,72.72,9.72,6.22,9.69,1987.04,1.13,0.908,0.29411682,Smooth
2941,72,40.10060506,87.0266827,850,morning,24.90888524,74.48,7.84,4.5,12.66,1969.47,1.71,0.744,0.29411682,Smooth
2942,69,35.56912708,93.70550941,1238,evening,15.14595185,41.67,28.04,21.15,45.3,1501.42,8.89,0.336,0.833333,Smooth
2943,110,55.65663935,24.17273425,508,evening,4.261908243,43.06,25.71,16.6,37.74,1538.63,11.59,0.391,0.833333,Smooth
2944,60,62.23301464,30.05012877,1307,morning,111.4123985,4.05,95.07,114.71,95.25,92.98,55.34,-0.914,1.3793113,Smooth
2945,38,73.65287404,0.955649431,1244,morning,5.92073515,45.66,28.61,17.05,44.25,1511.03,8.14,0.39,1.6666669,Smooth
2946,56,108.6156075,11.55809443,656,afternoon,8.715323225,49.12,29.58,16.93,39.18,1561.64,9.91,0.336,0.7407413,Smooth
2947,120,38.6111015,34.51196448,1228,afternoon,43.35096586,69.97,11.23,5,7.9,1923.19,3.15,0.835,1.6666669,Smooth
2948,89,36.50651091,68.51087472,591,night,12.95819713,25.07,64.04,48.53,66.24,772.35,23.78,-0.254,1.6666669,Smooth
2949,127,50.09210429,29.22042323,1323,morning,26.30262042,70.91,11.5,3.74,7.9,1998.91,3.42,0.839,1.6666669,Smooth
2950,56,51.741311,7.539725275,961,night,43.01937379,44.98,29.38,20.36,37.67,1388.25,8.03,0.421,1.3793113,Smooth
2951,81,84.66945488,73.08677436,1416,evening,24.36612618,4.81,88.4,119.82,92.45,109.59,64.28,-1.078,1.3793113,Smooth
2952,68,60.43262886,46.67653717,1378,evening,20.24268532,24.09,61.9,44.64,70.47,791.96,20.02,-0.354,0.8571425,Smooth
2953,93,31.11386497,51.9197207,1027,evening,1.560986147,45.82,24.78,11.85,44.7,1525.12,10.38,0.356,0.8571425,Smooth
2954,61,29.98544898,32.60250829,767,evening,20.06284012,42.14,32.28,21.06,42.48,1478.15,10.58,0.396,1.111111,Smooth
2955,42,63.62683695,61.30441903,896,night,18.21055021,46.96,32.17,19.83,40.82,1505.54,9.35,0.396,-0.3225809,Very smooth
2956,46,45.84599525,89.07793352,1113,morning,63.73617184,48.83,33.76,21.49,37.53,1492.79,8.6,0.4,1.7948714,Smooth
2957,67,78.31668416,55.37584703,585,evening,17.79323616,24.09,57.59,46.18,73.86,834.93,23.9,-0.26,0.5882347,Smooth
2958,63,60.30988139,58.7516256,963,afternoon,29.82293268,66.54,9.42,4.25,11.7,1979.33,2.9,0.813,1.7948714,Smooth
2959,129,29.10876195,37.35625152,932,night,44.58124795,42.4,35.49,21.83,39.53,1559.38,11.58,0.361,1.5789477,Smooth
2960,58,26.48260472,8.263079235,887,night,18.91728431,46.17,28.02,19.64,36.75,1477.02,10.38,0.586,0.58823526,Smooth
2961,33,56.90172912,42.85414379,1426,evening,9.067852415,47.1,30.77,18.96,40.18,1475.61,9.37,0.46,0.15384628,Smooth
2962,125,43.16994418,92.4639307,1301,morning,67.31628917,69.1,10.1,2.52,7.68,1965.91,2.12,0.769,0.9859153,Smooth
2963,71,72.78972423,68.02150505,1462,afternoon,67.76221029,5.31,93.65,120.82,92.49,81.37,61.16,-1.005,0.44776103,Smooth
2964,98,56.78762566,49.02197852,780,night,69.02823345,68.39,9.2,6.71,14.13,1940.96,2.6,0.831,1.8987339,Smooth
2965,49,56.39051003,62.08832857,683,afternoon,9.555602992,26.71,59.28,56.01,71.23,743.41,26.6,-0.358,1.2328767,Smooth
2966,38,25.41529962,55.85368085,1141,afternoon,11.37021658,24.48,55.05,50.47,74.51,721.08,24.52,-0.282,0.15384628,Smooth
2967,54,40.45658143,91.24031237,545,night,75.32393272,6.74,86.86,120.73,97.02,60.32,52.95,-1.036,0.15384628,Smooth
2968,33,49.05727783,22.38477831,1175,morning,4.032810841,5.74,88.04,116.5,95.84,94.08,66.76,-1.097,0.72463775,Smooth
2969,122,12.51028903,88.8686328,1146,evening,32.00305042,4.34,86.01,110.43,96.7,100.45,60.67,-1.012,0.63829833,Smooth
2970,107,62.46224661,68.84708824,1295,afternoon,10.37281012,24.23,59.3,53.32,65.54,769.85,24.86,-0.317,-0.23255834,Very smooth
2971,78,67.071572,12.77464202,1306,morning,38.32929044,3.67,92.9,123.84,94.23,100.99,61.22,-0.976,0.2222224,Smooth
2972,121,39.41182335,37.19046854,832,evening,53.81249209,46.8,26.82,18.73,42.85,1440.86,11.16,0.488,0.43478295,Smooth
2973,136,75.37071288,43.62988932,1140,afternoon,15.73329996,3.43,89.37,123.13,96.56,92.59,56.63,-0.93,1.3725494,Smooth
2974,84,74.49269765,8.293362739,1341,evening,4.916456084,25.15,59.4,51.86,68.86,763.04,21.21,-0.347,1.2000003,Smooth
2975,83,60.47519327,55.41992098,1020,night,39.5294855,72.19,12.68,3.43,10.74,2020.06,2.19,0.747,0.43478295,Smooth
2976,93,48.78392149,25.93639386,1023,morning,1.720221735,70.47,14.31,5.18,9.84,2002.9,1.74,0.793,0.43478295,Smooth
2977,38,69.91511951,45.8127724,1173,morning,0.453183928,24.6,64.07,52.82,68.21,758.25,28.77,-0.401,2.0000002,Smooth
2978,116,20.19681383,43.87679672,1476,morning,62.91348627,24.66,59.82,51.28,72.56,848.99,24.63,-0.496,-7.6119404,Very smooth
2979,53,51.49708453,52.16741694,586,afternoon,50.91653028,5.68,95.3,124.14,94.8,95.73,60.63,-0.931,-8.730159,Very smooth
2980,97,33.11490631,84.62072599,688,morning,26.16498991,6.5,97.95,119.44,95.08,95.65,64.1,-0.96,0.5882347,Smooth
2981,63,36.74416057,78.07611993,554,evening,32.84234082,41.47,28.35,20.78,39.86,1544.78,8.1,0.393,0.5882347,Smooth
2982,22,58.99990023,87.30014043,1291,afternoon,91.47635992,4.93,82.71,115.95,97.33,113.11,62.46,-0.931,0.8571425,Smooth
2983,59,33.91308398,57.23474138,630,night,1.944679583,42.09,27.39,21.51,39.22,1476.53,8.83,0.36,-2.33769697,Very smooth
2984,95,19.3935881,61.58050884,981,night,7.323106025,6.31,90.35,119.69,92.46,70.75,66.37,-1.153,-2.33769697,Very smooth
2985,112,94.40783967,43.04864571,1362,evening,39.19152278,29.7,64.3,51.13,68.49,864.03,27.96,-0.361,-1.5151516,Very smooth
2986,35,37.91153867,71.72190951,1465,morning,9.197211169,43.43,26.11,16.12,43.72,1545.92,9.37,0.402,-1.5151516,Very smooth
2987,32,33.12136885,20.48953046,700,night,6.967898357,21.62,61.19,57.44,73.07,743.38,29.47,-0.366,-0.27027047,Very smooth
2988,114,73.88712415,47.51836584,757,night,17.51281537,25.04,58.02,50.71,69.59,815.87,23.08,-0.275,-0.27027047,Very smooth
2989,102,37.95957766,71.41731374,662,morning,38.58781701,22.84,60.55,48.68,69.1,805.71,25.87,-0.386,0.95238084,Smooth
2990,92,24.60531328,77.78789113,1266,night,7.091504728,71.24,11.36,0.98,11.39,2019.33,2.55,0.652,0.73170704,Smooth
2991,105,31.69012515,24.79497698,1483,night,16.83963642,44.43,32.09,20.69,39.43,1507.44,9.95,0.318,-0.27027047,Very smooth
2992,57,41.37695715,18.15487023,1414,night,21.94523104,5.14,91.14,118.17,95.12,93.45,57.25,-1.098,-0.27027047,Very smooth
2993,35,28.58347942,28.85340473,655,night,5.670414173,4.59,83.54,123.81,91.88,106.05,60.93,-0.963,0.76923,Smooth
2994,73,33.34006551,92.01555844,1027,evening,19.43305623,4.78,92.79,125.46,94.49,93.02,63.97,-1.051,0.76923,Smooth
2995,62,41.05201858,12.91204367,1331,afternoon,60.26976317,47.24,31.19,18.13,40.32,1504.83,9.97,0.265,4.1463413,Mild congestion
2996,59,69.43149574,95.30951581,937,morning,41.12034488,6.68,86.74,116.41,94.46,110.35,54.02,-1.024,4.1463413,Mild congestion
2997,79,91.44469678,99.4812606,939,night,21.00198683,3.5,89.46,129.6,99.49,110.7,53.11,-0.881,0.3999989,Smooth
2998,73,72.17977098,78.34443103,1276,night,4.015614737,70.94,9.42,7.09,12.06,1995.48,1.09,0.887,1.1111107,Smooth
2999,69,45.44494195,76.04225469,1388,night,0.70902145,71.55,11.51,1.2,7.97,2010.04,1.82,0.714,0.76923,Smooth
3000,102,21.78822375,95.32865306,1041,night,2.088301312,44.02,27.84,18.98,38.57,1491.68,10,0.401,1.9999993,Smooth
3001,90,64.02949862,29.05353295,528,afternoon,41.61481313,44.74,29.93,21,34.59,1537.17,9.31,0.307,0.76923,Smooth
3002,84,29.5351262,12.89822057,1017,morning,36.55966802,6.33,90.69,117.5,97.62,93.45,59.47,-1.029,0.76923,Smooth
3003,45,42.61207279,82.3100375,1489,night,41.12019966,67.72,9.9,5.13,10.41,1950.44,3.21,0.839,0.68965566,Smooth
3004,132,82.31808378,17.09300496,620,evening,11.01087947,74.75,8.23,4.5,9.16,2028.27,2.21,0.831,0.68965566,Smooth
3005,30,84.08796242,4.540991471,943,evening,2.826870947,44.65,26.96,19.64,41.54,1528.59,8.2,0.386,2.058823,Smooth
3006,80,53.56493116,19.64614875,528,afternoon,37.58775113,24.66,63.03,46.99,67.24,869.51,22.91,-0.302,2.058823,Smooth
3007,99,74.53765548,43.79065859,1508,afternoon,76.71120304,43.13,27.3,20.9,42.65,1553.07,9.91,0.34,-12.75869087,Very smooth
3008,126,73.83133133,49.51022633,1239,night,18.05489064,68.58,8.45,5.27,11.7,2019.71,1.32,0.997,-12.75869087,Very smooth
3009,37,63.14803266,6.250169838,1167,afternoon,43.35771124,25.28,59.05,52.75,70.56,837.32,24.86,-0.353,1.5625001,Smooth
3010,100,44.57214055,44.33943597,970,morning,39.06669004,43.31,24.33,17.57,40.57,1464.39,8.44,0.496,4.130435,Mild congestion
3011,74,38.88538638,60.43075952,623,evening,57.6611424,5.2,90.65,117.87,96.45,98.81,61.04,-1.196,1.2903224,Smooth
3012,47,50.88940413,93.18064776,759,morning,0.863706581,43.37,30.67,24.41,41.8,1483.55,11.43,0.448,1.2903224,Smooth
3013,65,24.3354886,22.73195778,624,afternoon,93.23680697,72.62,8.77,5.36,9.64,2018.58,2.36,0.889,0.8695651,Smooth
3014,86,40.45677807,21.09703911,1078,morning,60.15381418,23.97,65.79,47.79,71.6,827.59,26.04,-0.196,-6.001423513,Very smooth
3015,54,61.96651869,38.94250775,928,afternoon,62.74063625,4.46,89.45,123.13,97.53,90.04,58.42,-1.048,-6.001423513,Very smooth
3016,99,37.40039874,98.36545208,1171,morning,168.4141503,69.13,10.01,8.15,14.2,1988,-0.1,0.828,1.0638298,Smooth
3017,117,80.89207826,33.62247808,1279,night,30.60593061,3.59,91.52,124.41,94.63,86.07,65.91,-1.035,0.6666664,Smooth
3018,50,54.92407742,4.386784692,1045,night,2.55607147,25.67,60.01,47.94,70.87,709.34,25.71,-0.315,1.2499995,Smooth
3019,58,65.65406738,26.56148546,1199,morning,51.91368035,45.33,32.74,21.29,35.19,1481.12,12.29,0.364,2.6315787,Mild congestion
3020,58,45.7395694,55.83015846,1082,night,4.346441277,42.57,29.74,22.27,42.55,1517.76,8.44,0.461,1.0638298,Smooth
3021,118,62.63601323,41.25437257,1284,afternoon,40.17015978,71.63,10.9,7.83,13.16,2001.31,1.8,0.758,1.0638298,Smooth
3022,36,27.41468203,77.42230577,517,morning,16.55070356,24.34,57.45,42.49,68.18,744.36,22.9,-0.238,0.14285675,Smooth
3023,111,58.46311345,60.72715873,791,afternoon,0.199057121,7.54,92.77,114.42,93.1,125.09,52.53,-1.001,-6.682670991,Very smooth
3024,65,60.33909371,55.9457207,1250,evening,17.16926555,48.21,35.7,16.03,39.32,1453.76,10.79,0.415,-0.14705893,Very smooth
3025,106,75.66329146,32.29939515,959,night,47.78689222,25.78,61.11,49.47,69.61,803.8,26.79,-0.341,2.1428561,Smooth
3026,67,9.862147099,55.18460413,762,night,2.743692249,71.39,11.05,6.41,10.88,2085.04,2.9,0.659,2.1428561,Smooth
3027,56,36.56933155,61.55907193,942,afternoon,0.066432226,25.97,57.01,42.58,72.65,803.78,25.41,-0.162,-9.617054609,Very smooth
3028,50,14.39892481,17.92047598,1166,afternoon,18.08615182,45.53,30.31,22.37,41.23,1547.66,9.83,0.506,-0.89285654,Very smooth
3029,132,33.20884283,73.58679195,1408,evening,0.044938095,67.11,11.36,3.63,10.4,2008.35,2.15,0.761,1.527778,Smooth
3030,64,47.85749856,39.29329946,472,morning,81.880907,47.85,27.78,18.63,38.97,1470,11.72,0.375,1.9736844,Smooth
3031,72,61.80082851,74.22757101,927,afternoon,52.26544685,4.59,88.85,117.62,94.14,103.5,63.38,-0.969,0.16129045,Smooth
3032,122,94.9356878,17.77105808,966,morning,29.83707951,48.66,27.57,22.48,37.56,1516.61,7.79,0.511,1.029412,Smooth
3033,101,77.00930261,65.65207786,904,morning,0.524091006,46.75,31.97,22.99,40.21,1478.16,10.26,0.341,1.029412,Smooth
3034,41,40.24678974,2.688324542,1327,afternoon,25.30671799,6.42,91.74,117.38,98.27,87.61,62.66,-0.975,-0.13513476,Very smooth
3035,85,64.4153103,15.89657919,807,night,33.35881739,49.18,28.08,15.53,40.57,1517.52,7.62,0.375,-0.13513476,Very smooth
3036,112,74.50334321,89.11208959,643,afternoon,26.56165094,72.36,11.99,3.84,5.64,2005.23,2.25,0.79,0.8536588,Smooth
3037,94,48.00311252,46.14719559,1035,afternoon,88.06238278,25.51,60.39,50.43,69.86,784.12,25.65,-0.231,0.50632906,Smooth
3038,92,48.73178263,50.78628341,624,afternoon,53.39680044,45.6,28.9,21.98,40.84,1497.45,10.6,0.316,0.3846157,Smooth
3039,50,45.40850369,90.75778198,1172,night,13.62827952,27.17,57.27,51.74,72.96,785.01,25.93,-0.168,0.3846157,Smooth
3040,36,59.66311672,48.49334067,1151,evening,35.60350701,40.35,26.45,13.95,39.6,1554.27,9.38,0.379,-0.6896551,Very smooth
3041,69,58.27216528,65.45885524,800,night,18.54933188,70.49,13.09,5.35,9.66,1982.46,1.44,0.799,-1.0714281,Very smooth
3042,60,52.84120584,22.19550721,1090,afternoon,79.07801856,45.63,27.59,18.5,41.26,1446.68,10.49,0.301,-2.1568623,Very smooth
3043,117,84.74625489,8.157314487,835,evening,28.87996454,23.49,64.52,46.63,71.25,794.94,25.98,-0.212,-0.6896551,Very smooth
3044,35,70.07137023,35.33517653,1234,afternoon,26.17323285,72.22,8.93,6.5,10.36,2013.09,0.85,0.857,-0.6896551,Very smooth
3045,93,17.61158673,79.86794669,1469,morning,20.83627896,42.46,27.47,26.67,41.77,1484.32,8.92,0.404,-1.963871652,Very smooth
3046,43,14.02863286,44.68373103,560,afternoon,14.23186835,4.6,88.46,118.63,93.13,112.06,53.86,-1.003,-1.963871652,Very smooth
3047,114,58.34738243,16.8150364,1123,morning,4.807129366,21.95,60.68,49.1,71.41,773.11,26.44,-0.271,0.20000017,Smooth
3048,88,47.97143131,54.50980291,1069,evening,9.603329613,71.93,10.47,2.9,7.8,2059.33,2.58,0.829,-0.42553148,Very smooth
3049,44,15.00017544,26.38403607,818,morning,12.12651838,23.65,56.76,51.49,70.43,880.88,24.47,-0.263,-0.65217364,Very smooth
3050,83,11.99892463,94.6667807,1412,evening,5.017704099,45.41,29.21,23.89,36.37,1461.99,9.69,0.376,-0.65217364,Very smooth
3051,44,45.01563995,57.74126407,1367,afternoon,50.25343401,68.16,9.25,0.53,14.96,1968.76,0.25,0.872,0.39215717,Smooth
3052,88,55.13815318,98.29624261,762,afternoon,0.066623778,47.7,31.8,21.83,36.56,1501.72,8.84,0.533,0.39215717,Smooth
3053,30,55.87764511,4.307278582,573,morning,74.22667511,22.4,58.82,54.04,71.67,871.5,23.3,-0.326,0.5769229,Smooth
3054,84,37.88327494,1.155959022,1061,night,4.118706487,22.03,61.64,42.53,64.18,826.65,26.25,-0.262,0.75471693,Smooth
3055,117,38.85791718,47.70955794,575,night,1.569413018,69.58,10.79,3.71,9.61,2002.01,2.36,0.726,0.20000017,Smooth
3056,38,39.94749839,86.1999487,1325,night,160.0943047,45.09,28.65,20.05,41.71,1482.36,9.65,0.302,0.20000017,Smooth
3057,101,59.86133044,52.44069473,615,morning,254.93143,41.47,35.84,18.19,42.04,1554.49,10.59,0.384,-0.81632644,Very smooth
3058,53,19.4128265,87.6186653,1102,morning,6.386796918,5.11,90.84,118.94,91.58,93.13,60.08,-1.021,-0.81632644,Very smooth
3059,112,50.38823668,13.05660665,882,night,4.309073054,47.23,27.42,21.22,38.93,1493.68,10.48,0.335,0.36363664,Smooth
3060,31,70.38536956,69.93272848,1475,morning,6.610971014,44.1,29.85,23.34,39.34,1460.03,9.97,0.447,0.36363664,Smooth
3061,82,42.96771031,65.98773471,1321,night,21.48163482,28.12,57.55,45.39,70.31,764.71,25.39,-0.386,0.8620691,Smooth
3062,115,53.20728725,54.49638147,831,evening,11.6221517,69.88,12.72,4.44,11.64,1954.73,1.32,0.836,0.8620691,Smooth
3063,125,58.31370812,40.5104794,1110,evening,12.3007512,67.38,11.03,3.24,8.48,2010.77,0.33,0.79,1.7187502,Smooth
3064,105,36.83947294,64.70683416,1031,morning,49.75411525,42.97,32.46,19.28,39.48,1447.88,14.3,0.239,-0.81632644,Very smooth
3065,119,47.96855887,55.00922813,1241,afternoon,66.27135566,46.71,35.84,26.69,38.11,1539.93,8.39,0.279,-1.2765952,Very smooth
3066,67,23.99710573,27.26256395,935,morning,105.0280842,73.92,6.96,3.7,10.18,2011.5,1.62,0.765,-1.2765952,Very smooth
3067,80,59.72154863,10.46154264,1441,evening,21.69201476,5.04,91.25,122.24,90.52,94.64,64.38,-1.017,-2.0689654,Very smooth
3068,118,53.25730807,38.6648665,779,evening,8.476312907,69.02,11.35,2.63,8.4,1995.51,1.76,0.768,-2.2807016,Very smooth
3069,109,73.32367853,51.24361171,1189,night,24.28489704,28.7,59.18,51.19,63.57,830.97,22.3,-0.334,-1.8644065,Very smooth
3070,47,67.55700253,50.85153753,618,night,61.4501705,46.18,27.07,17.88,36.94,1514.08,7.99,0.286,-1.8644065,Very smooth
3071,90,73.62943496,42.55824021,855,afternoon,0.941986054,67.97,9.9,5.18,7.74,1997.02,2.86,0.681,-0.76923025,Very smooth
3072,91,74.57269038,32.7355169,743,night,72.65553543,46.54,28.23,14.97,40.13,1493.73,11.48,0.421,-2.0689654,Very smooth
3073,70,35.52031902,35.04940752,1213,night,7.706726985,5.51,91.76,116.43,98.43,94.33,58.54,-1.012,-3.1250002,Very smooth
3074,110,59.59095867,26.58452834,1155,evening,11.15384101,26.67,58.26,50.72,68.62,729.99,23.3,-0.209,-2.3529422,Very smooth
3075,126,63.48991065,57.9908266,1175,night,13.5792374,65.13,12.28,6.12,14.19,2010.69,1.64,0.643,-2.7272727,Very smooth
3076,33,37.52718081,84.98874442,644,morning,73.51911092,72.62,12.24,4.66,13.55,2018.92,0.59,0.743,-2.7272727,Very smooth
3077,114,74.66388707,87.9689713,852,evening,5.807431044,3.9,95.4,120.84,96.81,102.55,59.9,-0.958,-1.666667,Very smooth
3078,71,47.82519485,99.3724956,653,morning,7.569887197,23.53,61.03,48.96,70.73,769.34,26.64,-0.245,-3.1250002,Very smooth
3079,97,62.79281321,8.881827083,925,afternoon,39.40276556,43.16,26.7,19.39,38.19,1551.93,11.75,0.378,-3.1250002,Very smooth
3080,67,72.0687236,21.42582624,1412,evening,81.85736719,4.42,91.22,118.2,96,116.55,62.22,-1.061,-2.3529422,Very smooth
3081,66,58.55762922,73.02069715,1221,afternoon,3.319057937,4.83,88.4,121.04,95.24,93.51,59.93,-0.958,-2.3529422,Very smooth
3082,129,86.2793425,64.52405223,617,morning,22.15995122,28.42,60.23,42.85,70.12,827.1,25.55,-0.318,9.5,Heavy congestion
3083,45,98.36559238,13.38657217,1472,afternoon,73.76338603,44.4,27.58,18.9,42.1,1432.41,13,0.503,-463.9906822,Very smooth
3084,30,50.35988358,63.10180295,1268,morning,65.17029972,3.35,89.33,116.4,95.96,101.49,62.15,-0.955,5,Mild congestion
3085,127,69.14616584,40.64618592,1010,morning,88.96074595,21.83,62.53,46.87,66.29,824.82,25.34,-0.351,5,Mild congestion
3086,93,97.37056823,95.68594851,766,evening,69.71577192,71.22,7.17,2.34,10.43,1995.25,1.05,0.808,9.411764,Heavy congestion
3087,43,37.64795485,85.52428128,765,evening,11.33709115,25.53,61.55,48.1,72.54,799.6,24.19,-0.277,9.545454,Heavy congestion
3088,43,0,7.324227977,902,evening,6.996241311,4.14,90.58,120,94.15,112.25,54.09,-0.974,9.545454,Heavy congestion
3089,60,69.27321612,8.998963192,679,morning,69.52324532,41.02,29.97,19.7,42.74,1524.58,10.41,0.295,#NAME?,Very smooth
3090,69,42.27577279,41.70568053,918,night,37.33911827,49.44,32.49,24.5,40.32,1531.61,9.93,0.38,9.374999,Heavy congestion
3091,120,25.94816517,0.837116648,1478,morning,14.26965897,25.77,63.77,48.84,70.25,791.06,22.85,-0.322,-2.6582282,Very smooth
3092,66,35.74846009,9.438691378,1286,morning,37.44144204,5.2,90.41,114.87,92.8,129.1,61.16,-0.9,-4.2857146,Very smooth
3093,106,18.79312947,93.25956555,1268,night,11.01005107,3.43,87.66,124.39,94.47,82.69,53.55,-1.051,-2.8205128,Very smooth
3094,87,83.9751033,79.24318322,860,night,26.12118796,6.05,88.35,116.76,94.26,114.83,60.95,-1.1,-2.8205128,Very smooth
3095,75,79.07682312,67.27089801,1110,afternoon,7.97110742,45.52,33.78,19.45,40.19,1516.78,9.42,0.476,-7.8571424,Very smooth
3096,60,45.40407814,83.02372333,1489,morning,24.74839876,6.06,91.91,120.88,96.17,123.54,63.65,-1.003,-6.393443,Very smooth
3097,102,47.10943513,25.00548554,1112,evening,76.98136975,45.43,34.67,21.26,38.65,1559.11,12.73,0.38,-2.195122,Very smooth
3098,58,53.90973428,72.55669626,1272,night,44.27861172,5.46,89.96,120.54,95.97,97.29,63.4,-0.995,-8.518518,Very smooth
3099,119,83.44988589,61.55671553,1061,evening,32.01910309,72.9,10.65,4.15,8.17,1960.58,2.68,0.641,-1.2500001,Very smooth
3100,79,28.79340138,84.86474163,836,afternoon,8.471420587,71.27,9.55,7.64,10.67,1956.99,1.72,0.775,-0.71428543,Very smooth
3101,60,46.68515546,28.26874309,1402,evening,1.96395242,44.6,30.09,23.09,40.39,1549.12,12.1,0.521,-0.22727291,Very smooth
3102,127,74.95664116,76.37157975,659,morning,37.19523044,4.31,88.36,120.64,94.73,106.95,59.31,-1.014,-0.22727291,Very smooth
3103,113,43.30650316,85.26514041,887,morning,25.74756704,4.8,91.12,118.74,93.39,132.04,60.35,-1.136,-0.22727291,Very smooth
3104,25,33.29169546,54.90068747,1277,evening,7.170739122,25.95,59.03,49.5,70.43,801.07,23.93,-0.166,-2.1621618,Very smooth
3105,77,53.32657662,41.3785239,1406,evening,81.89074619,70.62,9.72,4.6,9.3,1915.29,1.98,0.741,-2.1621618,Very smooth
3106,78,14.34092693,94.86525764,1418,morning,24.09014838,3.9,90.15,118.68,94.26,97.21,62.71,-1.12,1.5094339,Smooth
3107,104,57.43008448,16.89696159,848,night,25.44906051,27.46,59.49,61.13,72.53,773.82,24.96,-0.094,-0.46511668,Very smooth
3108,105,44.95472963,3.627304311,1273,morning,10.64717449,69.8,8.19,4.18,11.08,2021.08,1.25,0.946,-2.222222,Very smooth
3109,89,62.71919873,17.91402638,510,night,63.45449646,71.83,12.39,5.42,12.04,2007.45,-0.51,0.806,-1.5789467,Very smooth
3110,71,36.11070436,68.34539662,1252,morning,66.6000016,70.58,10.6,5.24,12.82,2022.32,2.09,0.685,-0.23255834,Very smooth
3111,34,59.0516909,78.8945939,655,evening,37.67344469,28.26,53.72,48.62,68.66,836.33,25.25,-0.395,-0.23255834,Very smooth
3112,124,54.21556506,71.68275698,1110,evening,3.136653252,69.93,8.8,2.99,11.78,2005.41,4.21,0.711,-0.23255834,Very smooth
3113,97,26.38263455,41.9866554,621,morning,2.644801586,69.8,11.31,5.17,8.33,1932.72,1.84,0.755,-10,Very smooth
3114,64,31.11313216,96.75735447,1429,night,19.01127624,47.86,31.08,19.74,38.68,1493.33,8.72,0.4,-10,Very smooth
3115,131,74.58905402,44.4301921,630,night,4.598347986,5.62,91.88,114.22,92.25,106.5,58.98,-1.101,-7.931761983,Very smooth
3116,51,69.1554591,98.13049377,600,night,12.10041136,69.85,10.16,9.12,8.51,2046.56,2.86,0.878,-1.5789467,Very smooth
3117,110,15.39884235,91.81164571,713,evening,5.638489967,43.04,28.99,16.4,42.72,1490.2,8.08,0.382,-1.5384614,Very smooth
3118,71,41.29166151,40.71444525,955,afternoon,11.1369264,24.61,62.69,54.1,70.44,796.75,24.27,-0.391,-1.1111107,Very smooth
3119,90,56.31254028,16.10086394,1009,evening,85.8953038,6,89.77,120.04,95.63,105.31,62.51,-0.906,-0.71428496,Very smooth
3120,89,60.65789536,8.983740948,1331,night,41.99529014,4,87.53,119.27,96.71,99.46,60.03,-1.001,-0.71428496,Very smooth
3121,123,55.49591615,53.14749522,911,evening,4.465640077,72.28,13.95,4.09,10.42,1988.85,0.7,0.705,-9.133922252,Very smooth
3122,111,57.58134601,76.32079607,610,morning,33.16144616,22.78,58.43,52.47,68.44,837.97,26.27,-0.303,-8.750001,Very smooth
3123,87,42.80392438,17.60476954,1253,evening,0.929449409,23.37,59.1,50.74,70.81,741.5,27,-0.291,-8.750001,Very smooth
3124,93,53.48060368,31.82109385,827,morning,123.3598779,68.36,7.7,6.22,10.32,1998.88,2.46,0.899,-1.1111107,Very smooth
3125,37,30.41143871,63.05314711,1187,evening,22.75906759,43.01,29.02,17.61,40.16,1569.24,11.04,0.519,-1.5384614,Very smooth
3126,126,42.65863298,46.08682715,1103,evening,21.12098478,71.59,11.04,6.67,8.96,2079.56,1.54,0.753,-1.388889,Very smooth
3127,56,8.305598698,60.38677779,1309,evening,8.246336577,69.64,8.33,6.93,6.4,1944.11,1.79,0.772,-1.0810809,Very smooth
3128,96,28.86016145,67.63675854,960,night,18.36546363,69.26,9.98,8.42,12.43,1971.58,2.63,0.788,-8.765567404,Very smooth
3129,26,32.39959756,38.0695094,1076,morning,22.41167665,28.39,55.96,46.35,64.41,841.97,21.68,-0.244,-7.826087,Very smooth
3130,113,33.39522504,78.59662977,1249,evening,32.2056932,72.64,6.7,1.84,9.89,1985.71,2.79,0.838,-7.826087,Very smooth
3131,38,64.58094697,70.28650855,1448,night,1.409975777,70.29,7.76,3.12,13.86,1998.92,1.84,0.792,-1.388889,Very smooth
3132,78,18.55116863,68.75532286,776,evening,12.56449216,70.07,7.16,7.04,5.98,1973.52,2.09,0.703,-1.4285718,Very smooth
3133,104,37.22380494,14.94835226,1025,afternoon,14.6815691,41.99,33.74,18.76,40.54,1509.19,11.94,0.447,-2.444445,Very smooth
3134,91,62.88481774,47.4235597,1317,morning,4.84558806,68.58,9.69,7,7.04,1970.55,2.26,0.75,-2.444445,Very smooth
3135,99,23.50320731,57.71729173,915,night,8.224651647,23.9,60.09,50.76,65.57,788.12,27.5,-0.148,-2.7272732,Very smooth
